trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
388,08:04:00,08:06:00,178,5,,,,,
388,08:14:00,08:15:00,9,6,,,,,
388,08:41:00,08:42:00,367,7,,,,,
388,08:57:00,08:58:00,450,8,,1,,,
388,09:14:00,09:14:00,119,9,,,,,
519,13:20:00,13:20:00,119,1,,,,,
519,13:51:00,13:53:00,367,2,,,,,
519,14:24:00,14:26:00,178,3,,,,,
519,15:01:00,15:03:00,415,4,,,,,
519,15:39:00,15:42:00,58,5,,,,,
519,17:38:00,17:41:00,576,6,,1,,,
519,17:58:00,17:58:00,617,7,,,,,
518,06:25:00,06:25:00,93,1,,,,,
518,06:54:00,06:56:00,282,2,,,,,
518,07:25:00,07:28:00,162,3,,,,,
518,08:35:00,08:35:00,119,4,,,,,
511,09:00:00,09:00:00,226,1,,,,,
511,09:22:00,09:24:00,332,2,,,1,,
511,10:09:00,10:11:00,344,3,,,,,
511,10:32:00,10:33:00,419,4,,,,,
511,11:04:00,11:04:00,617,5,,,,,
510,05:25:00,05:25:00,628,1,,,,,
510,05:49:00,05:52:00,629,2,,,1,,
510,07:13:00,07:15:00,630,3,,,,,
510,07:57:00,07:58:00,631,4,,,,,
510,08:23:00,08:24:00,343,5,,,,,
510,08:35:00,09:00:00,226,6,,,,,
510,09:32:00,09:34:00,332,7,,,,,
510,10:20:00,10:22:00,344,8,,,,,
510,10:43:00,10:44:00,419,9,,,,,
510,11:14:00,11:14:00,617,10,,,,,
513,08:15:00,08:15:00,628,1,,,,,
513,08:39:00,08:41:00,629,2,,,1,,
513,08:47:00,08:49:00,492,3,,,,,
513,10:28:00,10:31:00,630,4,,,,,
513,11:07:00,11:09:00,631,5,,,,,
513,11:36:00,11:38:00,343,6,,,,,
513,11:49:00,12:04:00,226,7,,,,,
513,12:36:00,12:39:00,332,8,,,,,
513,13:25:00,13:27:00,344,9,,,,,
513,13:48:00,13:50:00,419,10,,,,,
513,14:15:00,14:15:00,617,11,,,,,
512,13:00:00,13:00:00,628,1,,,,,
512,13:24:00,13:26:00,629,2,,,1,,
512,15:07:00,15:09:00,630,3,,,,,
512,16:01:00,16:03:00,343,4,,,,,
512,16:14:00,16:50:00,226,5,,,,,
512,17:22:00,17:24:00,332,6,,,,,
512,18:08:00,18:09:00,344,7,,,,,
512,18:53:00,19:08:00,617,8,Fallowfield,1,,,
512,19:30:00,19:30:00,576,9,Fallowfield,,,,
514,13:00:00,13:00:00,628,1,,,,,
514,13:24:00,13:26:00,629,2,,,1,,
514,15:07:00,15:09:00,630,3,,,,,
514,16:01:00,16:03:00,343,4,,,,,
514,16:14:00,16:50:00,226,5,,,,,
514,17:22:00,17:24:00,332,6,,,,,
514,18:08:00,18:09:00,344,7,,,,,
514,18:53:00,18:53:00,617,8,,,,,
517,19:45:00,19:45:00,119,1,,,,,
517,20:07:00,20:09:00,436,2,,,,,
517,20:22:00,20:23:00,600,3,,,,,
517,20:50:00,20:51:00,162,4,,,,,
517,21:17:00,21:18:00,282,5,,,,,
517,21:30:00,21:31:00,323,6,,,,,
517,21:52:00,21:57:00,93,7,,,,,
517,22:25:00,22:26:00,78,8,,,,,
517,22:57:00,22:59:00,601,9,,,,,
517,23:44:00,23:44:00,618,10,,,,,
516,08:35:00,08:35:00,119,1,,,,,
516,09:05:00,09:08:00,367,2,,,,,
516,09:38:00,09:40:00,178,3,,,,,
516,10:49:00,10:53:00,58,4,,,,,
516,11:46:00,11:48:00,35,5,,,,,
516,12:43:00,12:47:00,576,6,,1,,,
516,13:09:00,13:09:00,617,7,,,,,
458,10:40:00,10:40:00,119,1,,,,,
458,12:49:00,12:51:00,58,2,,,,,
458,14:33:00,14:35:00,576,3,,1,,,
458,14:57:00,14:57:00,617,4,,,,,
459,12:20:00,12:20:00,119,1,,,,,
459,12:50:00,12:52:00,367,2,,,,,
459,14:32:00,14:34:00,58,3,,,,,
459,16:15:00,16:17:00,576,4,,1,,,
459,16:34:00,16:34:00,617,5,,,,,
450,08:35:00,08:35:00,119,1,,,,,
450,09:05:00,09:08:00,367,2,,,,,
450,09:38:00,09:40:00,178,3,,,,,
450,10:49:00,10:53:00,58,4,,,,,
450,12:24:00,12:26:00,602,5,,,,,
450,13:13:00,13:15:00,332,6,,1,,,
450,13:35:00,13:35:00,226,7,,,,,
451,17:00:00,17:00:00,119,1,,,,,
451,17:29:00,17:31:00,367,2,,,,,
451,18:01:00,18:02:00,178,3,,,,,
451,19:53:00,19:54:00,35,4,,,,,
451,21:27:00,21:29:00,332,5,,1,,,
451,21:49:00,21:49:00,226,6,,,,,
452,17:57:00,17:57:00,119,1,,,,,
452,18:13:00,18:16:00,450,2,,,1,,
452,18:31:00,18:33:00,367,3,,,,,
452,20:14:00,20:18:00,58,4,,,,,
452,21:44:00,21:46:00,602,5,,,,,
452,22:33:00,22:36:00,332,6,,1,,,
452,22:56:00,22:56:00,226,7,,,,,
453,06:42:00,06:42:00,226,1,,,,,
453,07:04:00,07:09:00,332,2,,,1,,
453,07:58:00,08:00:00,602,3,,,,,
453,09:26:00,09:29:00,58,4,,,,,
453,10:06:00,10:07:00,415,5,,,,,
453,11:14:00,11:16:00,367,6,,,,,
453,11:46:00,11:46:00,119,7,,,,,
454,14:35:00,14:35:00,226,1,,,,,
454,14:55:00,14:58:00,332,2,,,1,,
454,15:47:00,15:49:00,602,3,,,,,
454,17:12:00,17:16:00,58,4,,,,,
454,18:58:00,19:00:00,367,5,,,,,
454,19:29:00,19:29:00,119,6,,,,,
455,16:25:00,16:25:00,226,1,,,,,
455,16:46:00,16:49:00,332,2,,,1,,
455,18:18:00,18:19:00,35,3,,,,,
455,18:59:00,19:02:00,58,4,,,,,
455,20:44:00,20:46:00,367,5,,,,,
455,21:15:00,21:34:00,119,6,Aldershot,,,,
455,21:55:00,21:57:00,436,7,Aldershot,,,,
455,22:11:00,22:11:00,600,8,Aldershot,,,,
456,18:30:00,18:30:00,226,1,,,,,
456,18:52:00,18:55:00,332,2,,,1,,
456,19:46:00,19:48:00,602,3,,,,,
456,21:12:00,21:15:00,58,4,,,,,
456,23:02:00,23:04:00,367,5,,,,,
456,23:33:00,23:33:00,119,6,,,,,
508,16:15:00,16:15:00,617,1,,,,,
508,17:43:00,17:45:00,332,2,,,,,
508,18:05:00,18:25:00,226,3,,,,,
508,18:46:00,18:48:00,343,4,,,,,
508,19:14:00,19:16:00,631,5,,,,,
508,19:43:00,19:45:00,630,6,,,,,
508,21:28:00,21:30:00,629,7,,1,,,
508,21:54:00,21:54:00,628,8,,,,,
504,19:00:00,19:00:00,226,1,,,,,
504,19:15:00,19:25:00,343,2,,,1,,
504,19:53:00,19:58:00,631,3,,,,,
504,20:37:00,20:47:00,630,4,,,,,
504,22:34:00,22:49:00,629,5,,,,,
504,23:40:00,23:40:00,54,6,,3,3,,
504,24:27:00,24:28:00,138,7,,,,,
504,25:08:00,25:13:00,327,8,,,,,
504,25:52:00,25:55:00,170,9,,3,3,,
504,26:54:00,27:01:00,328,10,,,,,
504,27:34:00,27:39:00,342,11,,,,,
504,28:39:00,28:40:00,42,12,,3,3,,
504,29:00:00,29:03:00,221,13,,,,,
504,29:22:00,29:23:00,87,14,,3,3,,
504,30:08:00,30:10:00,110,15,,,,,
504,30:38:00,30:48:00,355,16,,,,,
504,31:21:00,31:23:00,84,17,,3,3,,
504,31:45:00,31:47:00,18,18,,3,3,,
504,32:08:00,32:10:00,73,19,,3,3,,
504,32:27:00,32:37:00,310,20,,,,,
504,34:18:00,34:23:00,267,21,,,,,
504,35:13:00,35:15:00,19,22,,3,3,,
504,36:23:00,36:38:00,12,23,,,,,
504,37:23:00,37:26:00,202,24,,,,,
504,37:39:00,37:42:00,22,25,,,,,
504,38:03:00,38:03:00,41,26,,3,3,,
504,39:17:00,39:22:00,10,27,,,,,
504,40:51:00,40:51:00,620,28,,,,,
505,12:00:00,12:00:00,620,1,,,,,
505,13:26:00,13:31:00,10,2,,,,,
505,14:42:00,14:43:00,41,3,,3,3,,
505,15:05:00,15:08:00,22,4,,,,,
505,15:22:00,15:25:00,202,5,,,,,
505,16:17:00,16:32:00,12,6,,,,,
505,17:41:00,17:43:00,19,7,,3,3,,
505,18:32:00,18:37:00,267,8,,,,,
505,20:18:00,20:28:00,310,9,,,,,
505,20:47:00,20:49:00,73,10,,3,3,,
505,21:10:00,21:12:00,18,11,,3,3,,
505,21:34:00,21:36:00,84,12,,3,3,,
505,22:08:00,22:18:00,355,13,,,,,
505,22:50:00,22:52:00,110,14,,,,,
505,23:39:00,23:40:00,87,15,,3,3,,
505,23:59:00,24:02:00,221,16,,,,,
505,24:21:00,24:22:00,42,17,,3,3,,
505,25:21:00,25:26:00,342,18,,,,,
505,25:54:00,26:01:00,328,19,,,,,
505,27:01:00,27:04:00,170,20,,3,3,,
505,27:38:00,27:53:00,327,21,,,,,
505,28:35:00,28:36:00,138,22,,,,,
505,29:10:00,29:10:00,54,23,,3,3,,
505,30:13:00,30:28:00,629,24,,,,,
505,32:30:00,32:36:00,630,25,,,,,
505,33:10:00,33:15:00,631,26,,,,,
505,33:44:00,33:50:00,343,27,,1,,,
505,34:03:00,34:03:00,226,28,,,,,
502,08:20:00,08:20:00,119,1,,,,,
502,08:44:00,08:44:00,436,2,,,,,
502,08:55:00,08:57:00,600,3,,,,,
502,09:34:00,09:34:00,1,4,,,,,
502,09:54:00,09:54:00,185,5,,,,,
502,10:16:00,10:16:00,346,6,New York,,,,
502,12:07:00,12:07:00,403,7,New York,,,,
502,12:45:00,12:45:00,201,8,New York,,,,
502,12:59:00,12:59:00,357,9,New York,,,,
502,13:53:00,13:53:00,191,10,New York,,,,
502,15:08:00,15:08:00,614,11,New York,,,,
502,15:51:00,15:51:00,259,12,New York,,,,
502,16:09:00,16:09:00,366,13,New York,,,,
502,17:10:00,17:10:00,173,14,New York,,,,
502,18:27:00,18:27:00,25,15,New York,,,,
502,19:15:00,19:15:00,189,16,New York,,,,
502,19:40:00,19:40:00,260,17,New York,,,,
502,20:01:00,20:01:00,222,18,New York,,,,
502,20:15:00,20:15:00,240,19,New York,,,,
502,20:56:00,20:56:00,210,20,New York,,,,
502,21:16:00,21:16:00,345,21,New York,,,,
502,21:50:00,21:50:00,120,22,New York,,,,
503,07:15:00,07:15:00,120,1,,,,,
503,07:44:00,07:44:00,345,2,,,,,
503,08:03:00,08:03:00,210,3,,,,,
503,08:45:00,08:45:00,240,4,,,,,
503,09:00:00,09:00:00,222,5,,,,,
503,09:20:00,09:20:00,260,6,,,,,
503,10:00:00,10:00:00,189,7,,,,,
503,10:24:00,10:24:00,25,8,,,,,
503,10:44:00,10:44:00,173,9,,,,,
503,11:41:00,11:41:00,366,10,,,,,
503,11:54:00,11:54:00,259,11,,,,,
503,12:43:00,12:43:00,614,12,,,,,
503,14:02:00,14:02:00,191,13,,,,,
503,15:11:00,15:11:00,357,14,,,,,
503,15:24:00,15:24:00,201,15,,,,,
503,16:51:00,16:51:00,403,16,,,,,
503,17:45:00,17:45:00,346,17,,,,,
503,18:08:00,18:08:00,185,18,,,,,
503,18:27:00,18:27:00,1,19,,,,,
503,19:02:00,19:04:00,600,20,,,,,
503,19:16:00,19:18:00,436,21,,,,,
503,19:41:00,19:41:00,119,22,,,,,
500,06:10:00,06:10:00,341,1,,,,,
500,06:25:00,06:26:00,280,2,,,,,
500,06:57:00,06:59:00,14,3,,,,,
500,07:20:00,07:32:00,93,4,,,,,
500,08:15:00,08:16:00,11,5,,,,,
500,08:38:00,08:40:00,7,6,,,,,
500,09:16:00,09:18:00,114,7,,,,,
500,09:42:00,09:44:00,70,8,,,,,
500,10:08:00,10:10:00,6,9,,,,,
500,10:19:00,10:20:00,322,10,,,,,
500,10:31:00,10:32:00,34,11,,,,,
500,10:53:00,10:53:00,119,12,,,,,
501,19:51:00,19:51:00,93,1,,,,,
501,20:39:00,20:41:00,11,2,,,,,
501,21:03:00,21:05:00,7,3,,,,,
501,21:40:00,21:42:00,114,4,,,,,
501,22:10:00,22:12:00,70,5,,,,,
501,22:36:00,22:37:00,6,6,,,,,
501,22:46:00,22:47:00,322,7,,,,,
501,23:17:00,23:17:00,119,8,,,,,
467,06:20:00,06:20:00,226,1,,,,,
467,06:31:00,06:33:00,343,2,,,1,,
467,06:58:00,07:00:00,631,3,,,,,
467,07:27:00,07:29:00,630,4,,,,,
467,09:17:00,09:19:00,629,5,,1,,,
467,09:43:00,09:43:00,628,6,,,,,
466,17:45:00,17:45:00,628,1,,,,,
466,18:09:00,18:11:00,629,2,,,1,,
466,19:41:00,19:43:00,630,3,,,,,
466,20:19:00,20:21:00,631,4,,,,,
466,20:47:00,20:49:00,343,5,,1,,,
466,21:00:00,21:00:00,226,6,,,,,
461,08:40:00,08:40:00,617,1,,,,,
461,08:57:00,09:01:00,576,2,,,1,,
461,09:27:00,09:29:00,377,3,,,,,
461,09:56:00,09:58:00,35,4,,,,,
461,10:38:00,10:41:00,58,5,,,,,
461,11:01:00,11:02:00,309,6,,,,,
461,11:23:00,11:25:00,415,7,,,,,
461,11:36:00,11:37:00,413,8,,,,,
461,12:01:00,12:03:00,178,9,,,,,
461,12:10:00,12:11:00,9,10,,,,,
461,12:40:00,12:43:00,367,11,,,,,
461,12:59:00,13:01:00,450,12,,1,,,
461,13:16:00,13:16:00,119,13,,,,,
460,16:35:00,16:35:00,119,1,,,,,
460,17:04:00,17:06:00,367,2,,,,,
460,18:10:00,18:11:00,415,3,,,,,
460,20:22:00,20:24:00,576,4,,1,,,
460,20:42:00,20:42:00,617,5,,,,,
463,15:30:00,15:30:00,617,1,,,,,
463,15:46:00,15:49:00,576,2,,,1,,
463,16:51:00,16:54:00,35,3,,,,,
463,17:34:00,17:38:00,58,4,,,,,
463,18:17:00,18:18:00,415,5,,,,,
463,18:50:00,18:52:00,178,6,,,,,
463,19:23:00,19:25:00,367,7,,,,,
463,19:57:00,19:57:00,119,8,,,,,
462,10:27:00,10:27:00,617,1,,,,,
462,10:44:00,10:46:00,576,2,,,1,,
462,12:24:00,12:26:00,58,3,,,,,
462,14:48:00,14:48:00,119,4,,,,,
91,17:40:00,17:40:00,119,1,,,,,
91,17:56:00,17:58:00,450,2,,,1,,
91,18:13:00,18:14:00,367,3,,,,,
91,18:39:00,18:40:00,9,4,,,,,
91,18:47:00,18:48:00,178,5,,,,,
91,19:13:00,19:15:00,413,6,,,,,
91,19:29:00,19:30:00,415,7,,,,,
91,19:48:00,19:50:00,309,8,,,,,
91,20:09:00,20:12:00,58,9,,,,,
91,21:46:00,21:49:00,576,10,,1,,,
91,22:07:00,22:07:00,617,11,,,,,
93,11:40:00,11:40:00,617,1,,,,,
93,11:57:00,12:00:00,576,2,,,1,,
93,13:35:00,13:39:00,58,3,,,,,
93,14:18:00,14:21:00,415,4,,,,,
93,15:26:00,15:29:00,367,5,,,,,
93,16:03:00,16:03:00,119,6,,,,,
95,14:20:00,14:20:00,617,1,,,,,
95,15:06:00,15:08:00,344,2,,,,,
95,15:29:00,15:29:00,351,3,,,,,
95,15:53:00,15:55:00,332,4,,,,,
95,16:15:00,16:40:00,226,5,,,,,
95,17:01:00,17:02:00,343,6,,,,,
95,17:28:00,17:29:00,631,7,,,,,
95,18:13:00,18:15:00,630,8,,,,,
95,19:58:00,20:00:00,629,9,,1,,,
95,20:24:00,20:24:00,628,10,,,,,
111,09:30:00,09:30:00,119,1,,,,,
111,12:10:00,12:10:00,59,2,,,,,
111,14:12:00,14:12:00,60,3,,,,,
111,16:42:00,16:42:00,4,4,,,,,
111,17:07:00,17:37:00,113,5,,,,,
111,18:33:00,18:33:00,65,6,,,,,
111,18:46:00,18:46:00,68,7,,,,,
111,19:06:00,19:06:00,72,8,,,,,
111,19:13:00,19:13:00,71,9,,,,,
111,19:30:00,19:30:00,76,10,,,,,
111,20:03:00,20:03:00,74,11,,,,,
111,22:29:00,22:29:00,79,12,,,,,
111,23:23:00,23:23:00,88,13,,,,,
111,25:23:00,25:23:00,92,14,,,,,
111,26:14:00,26:54:00,63,15,,,,,
111,27:50:00,27:50:00,91,16,,,,,
111,28:40:00,28:40:00,98,17,,,,,
111,29:19:00,29:19:00,95,18,,,,,
111,29:58:00,29:58:00,99,19,,,,,
111,31:04:00,31:04:00,102,20,,,,,
111,31:41:00,31:41:00,103,21,,,,,
111,31:50:00,31:50:00,101,22,,,,,
111,33:02:00,33:02:00,106,23,,,,,
111,33:32:00,33:32:00,105,24,,,,,
111,34:11:00,34:11:00,109,25,,,,,
111,34:27:00,34:27:00,107,26,,,,,
111,34:44:00,34:44:00,108,27,,,,,
111,36:10:00,36:40:00,44,28,,,,,
111,37:50:00,37:50:00,115,29,,,,,
111,38:26:00,38:26:00,111,30,,,,,
111,38:55:00,38:55:00,131,31,,,,,
111,39:32:00,39:32:00,140,32,,,,,
111,40:08:00,40:08:00,144,33,,,,,
111,40:29:00,40:29:00,142,34,,,,,
111,40:46:00,40:46:00,153,35,,,,,
111,40:52:00,40:52:00,167,36,,,,,
111,40:54:00,40:54:00,187,37,,,,,
111,40:57:00,40:57:00,198,38,,,,,
111,41:11:00,41:11:00,264,39,,,,,
111,41:16:00,41:16:00,456,40,,,,,
111,41:34:00,41:34:00,204,41,,,,,
111,41:55:00,41:55:00,206,42,,,,,
111,44:30:00,46:30:00,388,43,,,,,
111,48:04:00,48:04:00,224,44,,,,,
111,50:31:00,50:31:00,616,45,,,,,
111,55:54:00,56:04:00,506,46,,,,,
111,58:54:00,58:54:00,228,47,,,,,
111,60:50:00,61:50:00,118,48,,,,,
111,63:29:00,63:39:00,615,49,,,,,
111,64:44:00,64:44:00,231,50,,,,,
111,66:33:00,66:33:00,236,51,,,,,
111,67:26:00,67:26:00,455,52,,,,,
111,70:50:00,74:01:00,449,53,,,,,
111,75:29:00,75:29:00,241,54,,,,,
111,76:52:00,76:52:00,254,55,,,,,
111,77:58:00,77:58:00,263,56,,,,,
111,80:30:00,83:30:00,21,57,,,,,
111,85:50:00,85:50:00,257,58,,,,,
111,88:36:00,88:36:00,268,59,,,,,
111,90:45:00,90:45:00,80,60,,,,,
111,93:28:00,94:03:00,117,61,,,,,
111,95:49:00,95:49:00,269,62,,,,,
111,99:06:00,99:06:00,273,63,,,,,
111,101:01:00,101:01:00,274,64,,,,,
111,101:48:00,101:48:00,277,65,,,,,
111,102:56:00,102:56:00,145,66,,,,,
111,107:00:00,107:00:00,8,67,,,,,
110,18:00:00,18:00:00,8,1,,,,,
110,19:35:00,19:35:00,298,2,,,,,
110,20:03:00,20:03:00,296,3,,,,,
110,20:17:00,20:17:00,285,4,,,,,
110,22:46:00,22:46:00,288,5,,,,,
110,25:32:00,25:32:00,269,6,,,,,
110,27:17:00,27:52:00,117,7,,,,,
110,29:58:00,29:58:00,80,8,,,,,
110,32:11:00,32:11:00,268,9,,,,,
110,34:01:00,34:01:00,257,10,,,,,
110,37:00:00,38:30:00,21,11,,,,,
110,39:45:00,39:45:00,263,12,,,,,
110,41:19:00,41:19:00,254,13,,,,,
110,42:28:00,42:28:00,241,14,,,,,
110,44:50:00,44:50:00,449,15,,,,,
554,07:00:00,07:00:00,332,1,Aéroport Montréal Pierre-Elliott Trudeau,,,,
554,07:10:00,07:10:00,555,2,Dorval,,,,
554,07:25:00,07:25:00,332,3,Aéroport Montréal Pierre-Elliott Trudeau,,,,
551,09:15:00,09:15:00,646,1,,,,,
551,09:35:00,09:35:00,645,2,,,,,
551,10:10:00,10:10:00,644,3,,,,,
551,10:40:00,10:40:00,643,4,,,,,
550,16:00:00,16:00:00,643,1,,,,,
550,16:30:00,16:30:00,644,2,,,,,
550,17:05:00,17:05:00,645,3,,,,,
550,17:25:00,17:25:00,646,4,,,,,
553,18:00:00,18:00:00,646,1,,,,,
553,18:20:00,18:20:00,645,2,,,,,
553,18:55:00,18:55:00,644,3,,,,,
553,19:25:00,19:25:00,643,4,,,,,
552,13:30:00,13:30:00,646,1,,,,,
552,13:50:00,13:50:00,645,2,,,,,
552,14:25:00,14:25:00,644,3,,,,,
552,14:55:00,14:55:00,643,4,,,,,
489,12:15:00,12:15:00,119,1,,,,,
489,12:36:00,12:40:00,436,2,,,,,
489,12:54:00,12:58:00,600,3,,,,,
489,13:25:00,13:27:00,162,4,,,,,
489,13:54:00,13:55:00,282,5,,,,,
489,14:23:00,14:30:00,93,6,,,,,
489,15:35:00,15:39:00,601,7,,,,,
489,16:30:00,16:30:00,618,8,,,,,
488,06:45:00,06:45:00,119,1,,,,,
488,07:08:00,07:10:00,436,2,,,,,
488,07:23:00,07:25:00,600,3,,,,,
488,07:51:00,07:53:00,162,4,,,,,
488,08:24:00,08:25:00,282,5,,,,,
488,08:37:00,08:38:00,323,6,,,,,
488,09:00:00,09:05:00,93,7,,,,,
488,09:33:00,09:34:00,78,8,,,,,
488,10:12:00,10:13:00,601,9,,,,,
488,11:02:00,11:02:00,618,10,,,,,
487,17:20:00,17:20:00,617,1,,,,,
487,17:37:00,17:39:00,576,2,,,1,,
487,19:18:00,19:20:00,58,3,,,,,
487,21:10:00,21:12:00,367,4,,,,,
487,21:45:00,21:45:00,119,5,,,,,
486,12:28:00,12:28:00,617,1,,,,,
486,12:45:00,12:49:00,576,2,,,1,,
486,13:53:00,13:56:00,35,3,,,,,
486,14:20:00,14:22:00,200,4,,,,,
486,14:41:00,14:45:00,58,5,,,,,
486,15:25:00,15:28:00,415,6,,,,,
486,16:35:00,16:38:00,367,7,,,,,
486,16:55:00,16:58:00,450,8,,1,,,
486,17:15:00,17:15:00,119,9,,,,,
485,07:20:00,07:20:00,617,1,,,,,
485,07:37:00,07:40:00,576,2,,,1,,
485,09:10:00,09:13:00,58,3,,,,,
485,11:25:00,11:25:00,119,4,,,,,
484,06:40:00,06:40:00,617,1,,,,,
484,06:57:00,06:59:00,576,2,,,1,,
484,07:25:00,07:26:00,377,3,,,,,
484,07:52:00,07:55:00,35,4,,,,,
484,08:35:00,08:38:00,58,5,,,,,
484,09:17:00,09:19:00,415,6,,,,,
484,09:51:00,09:54:00,178,7,,,,,
484,10:28:00,10:29:00,367,8,,,,,
484,10:44:00,10:46:00,450,9,,1,,,
484,11:02:00,11:02:00,119,10,,,,,
483,06:20:00,06:20:00,226,1,,,,,
483,06:41:00,06:44:00,332,2,,,1,,
483,07:26:00,07:28:00,344,3,,,,,
483,07:54:00,07:55:00,419,4,,,,,
483,08:20:00,08:35:00,617,5,,,,,
483,08:52:00,08:55:00,576,6,,,,,
483,09:22:00,09:24:00,377,7,,,,,
483,09:51:00,09:53:00,35,8,,,,,
483,10:33:00,10:36:00,58,9,,,,,
483,11:44:00,11:46:00,178,10,,,,,
483,12:34:00,12:36:00,450,11,,1,,,
483,12:52:00,12:52:00,119,12,,,,,
482,05:30:00,05:30:00,617,1,,,,,
482,05:49:00,05:55:00,576,2,,,1,,
482,06:21:00,06:22:00,377,3,,,,,
482,06:49:00,06:51:00,35,4,,,,,
482,07:31:00,07:34:00,58,5,,,,,
482,08:13:00,08:16:00,415,6,,,,,
482,08:48:00,08:51:00,178,7,,,,,
482,09:25:00,09:27:00,367,8,,,,,
482,10:02:00,10:02:00,119,9,,,,,
481,18:40:00,18:40:00,119,1,,,,,
481,18:56:00,18:58:00,450,2,,,1,,
481,19:13:00,19:16:00,367,3,,,,,
481,19:41:00,19:43:00,9,4,,,,,
481,19:50:00,19:53:00,178,5,,,,,
481,20:17:00,20:19:00,413,6,,,,,
481,20:33:00,20:36:00,415,7,,,,,
481,20:53:00,20:54:00,309,8,,,,,
481,21:13:00,21:16:00,58,9,,,,,
481,21:37:00,21:38:00,200,10,,,,,
481,22:01:00,22:03:00,35,11,,,,,
481,22:31:00,22:33:00,377,12,,,,,
481,22:58:00,23:00:00,576,13,,1,,,
481,23:16:00,23:16:00,617,14,,,,,
433,09:06:00,09:06:00,226,1,,,,,
433,09:17:00,09:18:00,343,2,,,1,,
433,09:42:00,09:43:00,631,3,,,,,
433,10:10:00,10:12:00,630,4,,,,,
433,11:54:00,11:57:00,629,5,,1,,,
433,12:22:00,12:22:00,628,6,,,,,
472,08:55:00,08:55:00,226,1,,,,,
472,09:17:00,09:20:00,332,2,,,1,,
472,10:08:00,10:10:00,602,3,,,,,
472,10:54:00,10:56:00,35,4,,,,,
472,11:39:00,11:43:00,58,5,,,,,
472,13:33:00,13:35:00,367,6,,,,,
472,14:07:00,14:07:00,119,7,,,,,
473,11:00:00,11:00:00,226,1,,,,,
473,11:22:00,11:26:00,332,2,,,1,,
473,12:14:00,12:17:00,602,3,,,,,
473,13:41:00,13:45:00,58,4,,,,,
473,14:25:00,14:27:00,415,5,,,,,
473,15:02:00,15:04:00,178,6,,,,,
473,15:37:00,15:39:00,367,7,,,,,
473,15:59:00,16:01:00,450,8,,1,,,
473,16:17:00,16:17:00,119,9,,,,,
470,18:55:00,18:55:00,617,1,,,,,
470,19:21:00,19:22:00,419,2,,,,,
470,19:44:00,19:46:00,344,3,,,,,
470,20:35:00,20:37:00,332,4,,1,,,
470,20:57:00,20:57:00,226,5,,,,,
471,05:32:00,05:32:00,58,1,,,,,
471,05:53:00,05:55:00,309,2,,,,,
471,06:14:00,06:16:00,415,3,,,,,
471,06:27:00,06:28:00,413,4,,,,,
471,06:57:00,07:00:00,178,5,,,,,
471,07:08:00,07:10:00,9,6,,,,,
471,07:38:00,07:40:00,367,7,,,,,
471,07:59:00,08:01:00,450,8,,1,,,
471,08:25:00,08:25:00,119,9,,,,,
476,15:15:00,15:15:00,119,1,,,,,
476,15:44:00,15:47:00,367,2,,,,,
476,16:50:00,16:53:00,415,3,,,,,
476,17:28:00,17:32:00,58,4,,,,,
476,18:57:00,18:59:00,602,5,,,,,
476,19:45:00,19:48:00,332,6,,1,,,
476,20:09:00,20:09:00,226,7,,,,,
477,06:40:00,06:40:00,119,1,,,,,
477,06:57:00,07:00:00,450,2,,,1,,
477,07:15:00,07:19:00,367,3,,,,,
477,07:51:00,07:54:00,178,4,,,,,
477,08:26:00,08:29:00,415,5,,,,,
477,09:07:00,09:11:00,58,6,,,,,
477,10:06:00,10:08:00,35,7,,,,,
477,10:37:00,10:39:00,377,8,,,,,
477,11:08:00,11:12:00,576,9,,1,,,
477,11:29:00,11:29:00,617,10,,,,,
474,19:35:00,19:35:00,119,1,,,,,
474,20:06:00,20:07:00,367,2,,,,,
474,20:33:00,20:34:00,9,3,,,,,
474,20:41:00,20:42:00,178,4,,,,,
474,21:18:00,21:19:00,415,5,,,,,
474,21:56:00,21:56:00,58,6,,,,,
475,11:30:00,11:30:00,119,1,,,,,
475,11:48:00,11:49:00,450,2,,,1,,
475,12:05:00,12:08:00,367,3,,,,,
475,12:42:00,12:45:00,178,4,,,,,
475,13:22:00,13:26:00,415,5,,,,,
475,14:03:00,14:08:00,58,6,,,,,
475,14:54:00,14:57:00,35,7,,,,,
475,15:44:00,15:46:00,602,8,,,,,
475,16:35:00,16:38:00,332,9,,1,,,
475,16:58:00,16:58:00,226,10,,,,,
478,14:20:00,14:20:00,119,1,,,,,
478,14:51:00,14:54:00,367,2,,,,,
478,16:32:00,16:36:00,58,3,,,,,
478,17:18:00,17:20:00,35,4,,,,,
478,17:48:00,17:50:00,377,5,,,,,
478,18:20:00,18:24:00,576,6,,1,,,
478,18:46:00,18:46:00,617,7,,,,,
479,15:40:00,15:40:00,119,1,,,,,
479,16:14:00,16:17:00,367,2,,,,,
479,16:48:00,16:50:00,178,3,,,,,
479,17:59:00,18:02:00,58,4,,,,,
479,18:45:00,18:47:00,35,5,,,,,
479,19:45:00,19:47:00,576,6,,1,,,
479,20:09:00,20:09:00,617,7,,,,,
